[ 2023-08-24 20:31:39,865 ] 25 root - INFO - Entered the data ingestion method or component
[ 2023-08-24 20:31:42,294 ] 28 root - INFO - Read the dataset as dataframe
[ 2023-08-24 20:31:42,361 ] 35 root - INFO - Train test split initiated
[ 2023-08-24 20:31:42,406 ] 45 root - INFO - Inmgestion of the data iss completed
[ 2023-08-24 20:31:42,406 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-08-24 20:31:42,466 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-08-24 20:31:42,474 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-08-24 20:31:42,783 ] 82 root - INFO - processingthe test dataset as dataframe
[ 2023-08-24 20:31:42,786 ] 96 root - INFO - ended the loop
[ 2023-08-24 20:31:42,793 ] 111 root - INFO - ended he loop
[ 2023-08-24 20:31:42,793 ] 113 root - INFO - returning done
[ 2023-08-24 20:31:42,793 ] 116 root - INFO - directory created
[ 2023-08-24 20:31:42,820 ] 120 root - INFO - df1 saved
[ 2023-08-24 20:31:42,827 ] 122 root - INFO - df2 saved
[ 2023-08-24 20:31:42,827 ] 124 root - INFO - Train test data cleaned
[ 2023-08-24 20:31:42,854 ] 87 root - INFO - Read train and test data completed
[ 2023-08-24 20:31:42,854 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-08-24 20:31:42,854 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-08-24 20:31:42,854 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-08-24 20:31:42,854 ] 72 root - INFO - Train test split initiated
[ 2023-08-24 20:31:42,856 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-08-24 20:31:42,882 ] 105 root - INFO - Saved preprocessing object.
[ 2023-08-24 20:31:42,895 ] 33 root - INFO - Split training and test input data
[ 2023-08-24 20:39:41,621 ] 102 root - INFO - Best found model on both training and testing dataset
