[ 2023-09-07 20:56:36,148 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 20:56:39,007 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 20:56:39,106 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 20:56:39,170 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 20:56:39,172 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 20:56:39,250 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 20:56:39,278 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 20:56:39,707 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 20:56:39,721 ] 90 root - INFO - ended the loop
[ 2023-09-07 20:56:39,738 ] 105 root - INFO - ended the loop
[ 2023-09-07 20:56:39,738 ] 107 root - INFO - returning done
[ 2023-09-07 20:56:39,738 ] 110 root - INFO - directory created
[ 2023-09-07 20:56:39,796 ] 114 root - INFO - df1 saved
[ 2023-09-07 20:56:39,807 ] 116 root - INFO - df2 saved
[ 2023-09-07 20:56:39,808 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 20:56:39,851 ] 81 root - INFO - Read train and test data completed
[ 2023-09-07 20:56:39,851 ] 83 root - INFO - Obtaining preprocessing object
[ 2023-09-07 20:56:39,851 ] 55 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 20:56:39,851 ] 56 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 20:56:39,851 ] 68 root - INFO - Train test split initiated
[ 2023-09-07 20:56:39,913 ] 93 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 20:56:40,294 ] 99 root - INFO - Saved preprocessing object.
[ 2023-09-07 20:56:40,355 ] 35 root - INFO - Split training and test input data
[ 2023-09-07 21:14:06,679 ] 110 root - INFO - Best found model on both training and testing dataset
[ 2023-09-07 21:14:06,732 ] 134 root - INFO - mlflow starts
