[ 2023-09-07 20:45:50,429 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 20:45:53,132 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 20:45:53,189 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 20:45:53,253 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 20:45:53,254 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 20:45:53,313 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 20:45:53,328 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 20:45:53,805 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 20:45:53,805 ] 90 root - INFO - ended the loop
[ 2023-09-07 20:45:53,821 ] 105 root - INFO - ended the loop
[ 2023-09-07 20:45:53,821 ] 107 root - INFO - returning done
[ 2023-09-07 20:45:53,821 ] 110 root - INFO - directory created
[ 2023-09-07 20:45:53,868 ] 114 root - INFO - df1 saved
[ 2023-09-07 20:45:53,880 ] 116 root - INFO - df2 saved
[ 2023-09-07 20:45:53,880 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 20:45:53,942 ] 81 root - INFO - Read train and test data completed
[ 2023-09-07 20:45:53,942 ] 83 root - INFO - Obtaining preprocessing object
[ 2023-09-07 20:45:53,942 ] 55 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 20:45:53,942 ] 56 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 20:45:53,942 ] 68 root - INFO - Train test split initiated
[ 2023-09-07 20:45:53,948 ] 93 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 20:45:54,013 ] 99 root - INFO - Saved preprocessing object.
[ 2023-09-07 20:45:54,035 ] 35 root - INFO - Split training and test input data
[ 2023-09-07 20:54:23,899 ] 110 root - INFO - Best found model on both training and testing dataset
[ 2023-09-07 20:54:23,920 ] 134 root - INFO - mlflow starts
