[ 2023-09-07 20:03:12,255 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 20:03:14,495 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 20:03:14,564 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 20:03:14,611 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 20:03:14,612 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 20:03:14,687 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 20:03:14,703 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 20:03:15,181 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 20:03:15,181 ] 90 root - INFO - ended the loop
[ 2023-09-07 20:03:15,196 ] 105 root - INFO - ended the loop
[ 2023-09-07 20:03:15,196 ] 107 root - INFO - returning done
[ 2023-09-07 20:03:15,196 ] 110 root - INFO - directory created
[ 2023-09-07 20:03:15,235 ] 114 root - INFO - df1 saved
[ 2023-09-07 20:03:15,247 ] 116 root - INFO - df2 saved
[ 2023-09-07 20:03:15,247 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 20:03:15,302 ] 81 root - INFO - Read train and test data completed
[ 2023-09-07 20:03:15,302 ] 83 root - INFO - Obtaining preprocessing object
[ 2023-09-07 20:03:15,302 ] 55 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 20:03:15,302 ] 56 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 20:03:15,302 ] 68 root - INFO - Train test split initiated
[ 2023-09-07 20:03:15,318 ] 93 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 20:03:15,352 ] 99 root - INFO - Saved preprocessing object.
[ 2023-09-07 20:03:15,372 ] 35 root - INFO - Split training and test input data
[ 2023-09-07 20:11:25,649 ] 110 root - INFO - Best found model on both training and testing dataset
[ 2023-09-07 20:11:25,700 ] 134 root - INFO - mlflow starts
