[ 2023-09-08 09:10:16,697 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-08 09:10:18,875 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-08 09:10:18,934 ] 33 root - INFO - Train test split initiated
[ 2023-09-08 09:10:19,022 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-08 09:10:19,023 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-08 09:10:19,096 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-08 09:10:19,113 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-08 09:10:19,459 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-08 09:10:19,459 ] 90 root - INFO - ended the loop
[ 2023-09-08 09:10:19,475 ] 105 root - INFO - ended the loop
[ 2023-09-08 09:10:19,475 ] 107 root - INFO - returning done
[ 2023-09-08 09:10:19,475 ] 110 root - INFO - directory created
[ 2023-09-08 09:10:19,516 ] 114 root - INFO - df1 saved
[ 2023-09-08 09:10:19,526 ] 116 root - INFO - df2 saved
[ 2023-09-08 09:10:19,526 ] 118 root - INFO - Train test data cleaned
[ 2023-09-08 09:10:19,560 ] 81 root - INFO - Read train and test data completed
[ 2023-09-08 09:10:19,560 ] 83 root - INFO - Obtaining preprocessing object
[ 2023-09-08 09:10:19,560 ] 55 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-08 09:10:19,560 ] 56 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-08 09:10:19,560 ] 68 root - INFO - Train test split initiated
[ 2023-09-08 09:10:19,576 ] 93 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-08 09:10:19,623 ] 99 root - INFO - Saved preprocessing object.
[ 2023-09-08 09:10:19,646 ] 35 root - INFO - Split training and test input data
[ 2023-09-08 09:19:43,276 ] 110 root - INFO - Best found model on both training and testing dataset
[ 2023-09-08 09:19:43,293 ] 134 root - INFO - mlflow starts
