[ 2023-09-07 13:27:49,668 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 13:27:51,438 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 13:27:51,487 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 13:27:51,533 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 13:27:51,534 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 13:27:51,582 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 13:27:51,598 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 13:27:51,880 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 13:27:51,896 ] 90 root - INFO - ended the loop
[ 2023-09-07 13:27:51,896 ] 105 root - INFO - ended the loop
[ 2023-09-07 13:27:51,896 ] 107 root - INFO - returning done
[ 2023-09-07 13:27:51,896 ] 110 root - INFO - directory created
[ 2023-09-07 13:27:51,943 ] 114 root - INFO - df1 saved
[ 2023-09-07 13:27:51,945 ] 116 root - INFO - df2 saved
[ 2023-09-07 13:27:51,950 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 13:27:51,998 ] 85 root - INFO - Read train and test data completed
[ 2023-09-07 13:27:51,998 ] 87 root - INFO - Obtaining preprocessing object
[ 2023-09-07 13:27:51,998 ] 57 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 13:27:51,998 ] 58 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 13:27:51,998 ] 70 root - INFO - Train test split initiated
[ 2023-09-07 13:27:51,998 ] 97 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 13:27:52,052 ] 103 root - INFO - Saved preprocessing object.
[ 2023-09-07 13:27:52,067 ] 35 root - INFO - Split training and test input data
[ 2023-09-07 13:34:03,618 ] 106 root - INFO - Best found model on both training and testing dataset
