[ 2023-09-07 18:53:20,905 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 18:53:22,808 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 18:53:22,855 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 18:53:22,896 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 18:53:22,902 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 18:53:22,966 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 18:53:22,982 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 18:53:23,283 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 18:53:23,283 ] 90 root - INFO - ended the loop
[ 2023-09-07 18:53:23,308 ] 105 root - INFO - ended the loop
[ 2023-09-07 18:53:23,308 ] 107 root - INFO - returning done
[ 2023-09-07 18:53:23,308 ] 110 root - INFO - directory created
[ 2023-09-07 18:53:23,337 ] 114 root - INFO - df1 saved
[ 2023-09-07 18:53:23,344 ] 116 root - INFO - df2 saved
[ 2023-09-07 18:53:23,344 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 18:53:23,373 ] 81 root - INFO - Read train and test data completed
[ 2023-09-07 18:53:23,373 ] 83 root - INFO - Obtaining preprocessing object
[ 2023-09-07 18:53:23,373 ] 55 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 18:53:23,373 ] 56 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 18:53:23,373 ] 68 root - INFO - Train test split initiated
[ 2023-09-07 18:53:23,373 ] 93 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 18:53:23,408 ] 99 root - INFO - Saved preprocessing object.
[ 2023-09-07 18:53:23,425 ] 35 root - INFO - Split training and test input data
[ 2023-09-07 19:00:07,537 ] 105 root - INFO - Best found model on both training and testing dataset
[ 2023-09-07 19:00:07,567 ] 129 root - INFO - mlflow starts
