[ 2023-09-07 20:30:33,100 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 20:30:35,254 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 20:30:35,350 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 20:30:35,421 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 20:30:35,422 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 20:30:35,592 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 20:30:35,639 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 20:30:36,067 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 20:30:36,067 ] 90 root - INFO - ended the loop
[ 2023-09-07 20:30:36,084 ] 105 root - INFO - ended the loop
[ 2023-09-07 20:30:36,084 ] 107 root - INFO - returning done
[ 2023-09-07 20:30:36,084 ] 110 root - INFO - directory created
[ 2023-09-07 20:30:36,129 ] 114 root - INFO - df1 saved
[ 2023-09-07 20:30:36,132 ] 116 root - INFO - df2 saved
[ 2023-09-07 20:30:36,132 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 20:30:36,198 ] 81 root - INFO - Read train and test data completed
[ 2023-09-07 20:30:36,198 ] 83 root - INFO - Obtaining preprocessing object
[ 2023-09-07 20:30:36,198 ] 55 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 20:30:36,198 ] 56 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 20:30:36,198 ] 68 root - INFO - Train test split initiated
[ 2023-09-07 20:30:36,198 ] 93 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 20:30:36,260 ] 99 root - INFO - Saved preprocessing object.
[ 2023-09-07 20:30:36,277 ] 35 root - INFO - Split training and test input data
[ 2023-09-07 20:38:21,301 ] 110 root - INFO - Best found model on both training and testing dataset
[ 2023-09-07 20:38:21,328 ] 134 root - INFO - mlflow starts
