[ 2023-09-07 16:48:37,478 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 16:48:39,835 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 16:48:39,908 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 16:48:39,962 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 16:48:39,963 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 16:48:40,012 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 16:48:40,044 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 16:48:40,489 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 16:48:40,489 ] 90 root - INFO - ended the loop
[ 2023-09-07 16:48:40,505 ] 105 root - INFO - ended the loop
[ 2023-09-07 16:48:40,505 ] 107 root - INFO - returning done
[ 2023-09-07 16:48:40,505 ] 110 root - INFO - directory created
[ 2023-09-07 16:48:40,560 ] 114 root - INFO - df1 saved
[ 2023-09-07 16:48:40,572 ] 116 root - INFO - df2 saved
[ 2023-09-07 16:48:40,572 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 16:48:40,615 ] 81 root - INFO - Read train and test data completed
[ 2023-09-07 16:48:40,615 ] 83 root - INFO - Obtaining preprocessing object
[ 2023-09-07 16:48:40,615 ] 55 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 16:48:40,615 ] 56 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 16:48:40,615 ] 68 root - INFO - Train test split initiated
[ 2023-09-07 16:48:40,623 ] 93 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 16:48:40,679 ] 99 root - INFO - Saved preprocessing object.
[ 2023-09-07 16:48:40,696 ] 35 root - INFO - Split training and test input data
[ 2023-09-07 16:57:10,853 ] 108 root - INFO - Best found model on both training and testing dataset
