[ 2023-09-07 19:30:41,445 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 19:30:42,951 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 19:30:43,001 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 19:30:43,052 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 19:30:43,053 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 19:30:43,100 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 19:30:43,116 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 19:30:43,438 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 19:30:43,438 ] 90 root - INFO - ended the loop
[ 2023-09-07 19:30:43,457 ] 105 root - INFO - ended the loop
[ 2023-09-07 19:30:43,458 ] 107 root - INFO - returning done
[ 2023-09-07 19:30:43,458 ] 110 root - INFO - directory created
[ 2023-09-07 19:30:43,503 ] 114 root - INFO - df1 saved
[ 2023-09-07 19:30:43,505 ] 116 root - INFO - df2 saved
[ 2023-09-07 19:30:43,514 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 19:30:43,557 ] 81 root - INFO - Read train and test data completed
[ 2023-09-07 19:30:43,557 ] 83 root - INFO - Obtaining preprocessing object
[ 2023-09-07 19:30:43,557 ] 55 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 19:30:43,557 ] 56 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 19:30:43,557 ] 68 root - INFO - Train test split initiated
[ 2023-09-07 19:30:43,557 ] 93 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 19:30:43,589 ] 99 root - INFO - Saved preprocessing object.
[ 2023-09-07 19:30:43,610 ] 35 root - INFO - Split training and test input data
[ 2023-09-07 19:37:54,072 ] 110 root - INFO - Best found model on both training and testing dataset
[ 2023-09-07 19:37:54,094 ] 134 root - INFO - mlflow starts
