[ 2023-09-07 14:54:18,481 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 14:54:20,660 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 14:54:20,718 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 14:54:20,810 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 14:54:20,812 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 14:54:20,900 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 14:54:20,915 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 14:54:21,387 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 14:54:21,387 ] 90 root - INFO - ended the loop
[ 2023-09-07 14:54:21,403 ] 105 root - INFO - ended the loop
[ 2023-09-07 14:54:21,403 ] 107 root - INFO - returning done
[ 2023-09-07 14:54:21,403 ] 110 root - INFO - directory created
[ 2023-09-07 14:54:21,448 ] 114 root - INFO - df1 saved
[ 2023-09-07 14:54:21,468 ] 116 root - INFO - df2 saved
[ 2023-09-07 14:54:21,468 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 14:54:21,517 ] 85 root - INFO - Read train and test data completed
[ 2023-09-07 14:54:21,517 ] 87 root - INFO - Obtaining preprocessing object
[ 2023-09-07 14:54:21,517 ] 57 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 14:54:21,517 ] 58 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 14:54:21,517 ] 70 root - INFO - Train test split initiated
[ 2023-09-07 14:54:21,533 ] 97 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 14:54:21,628 ] 103 root - INFO - Saved preprocessing object.
[ 2023-09-07 14:54:21,643 ] 35 root - INFO - Split training and test input data
[ 2023-09-07 15:02:27,667 ] 108 root - INFO - Best found model on both training and testing dataset
