[ 2023-09-07 17:41:04,396 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-09-07 17:41:06,259 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 17:41:06,327 ] 33 root - INFO - Train test split initiated
[ 2023-09-07 17:41:06,442 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-09-07 17:41:06,443 ] 21 root - INFO - Entered the data cleaning method or component
[ 2023-09-07 17:41:06,506 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-09-07 17:41:06,537 ] 33 root - INFO - processing the training dataset as dataframe
[ 2023-09-07 17:41:06,995 ] 76 root - INFO - processingthe test dataset as dataframe
[ 2023-09-07 17:41:06,999 ] 90 root - INFO - ended the loop
[ 2023-09-07 17:41:07,014 ] 105 root - INFO - ended the loop
[ 2023-09-07 17:41:07,014 ] 107 root - INFO - returning done
[ 2023-09-07 17:41:07,014 ] 110 root - INFO - directory created
[ 2023-09-07 17:41:07,096 ] 114 root - INFO - df1 saved
[ 2023-09-07 17:41:07,108 ] 116 root - INFO - df2 saved
[ 2023-09-07 17:41:07,108 ] 118 root - INFO - Train test data cleaned
[ 2023-09-07 17:41:07,166 ] 81 root - INFO - Read train and test data completed
[ 2023-09-07 17:41:07,166 ] 83 root - INFO - Obtaining preprocessing object
[ 2023-09-07 17:41:07,166 ] 55 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-09-07 17:41:07,166 ] 56 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-09-07 17:41:07,166 ] 68 root - INFO - Train test split initiated
[ 2023-09-07 17:41:07,166 ] 93 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-09-07 17:41:07,223 ] 99 root - INFO - Saved preprocessing object.
[ 2023-09-07 17:41:07,239 ] 36 root - INFO - Split training and test input data
[ 2023-09-07 17:48:56,995 ] 109 root - INFO - Best found model on both training and testing dataset
